modelname,language,task,granularity,seed,f1,accuracy,mae,r2,f1_EN,accuracy_EN,mae_EN,r2_EN,f1_NL,accuracy_NL,mae_NL,r2_NL,f1_IT,accuracy_IT,mae_IT,r2_IT
bert-base-multilingual-cased,IT,ordinal,5,7,0.7061493447800806,0.6995412844036697,1.0711009174311927,0.0524792892360967,,,,,,,,,0.7061493447800806,0.6995412844036697,1.0711009174311927,0.0524792892360967
twitter-xlm-roberta-base,IT,ordinal,5,7,0.7360255774475959,0.7545871559633027,0.9805045871559632,0.1753673464836423,,,,,,,,,0.7360255774475959,0.7545871559633027,0.9805045871559632,0.1753673464836423
umberto-wikipedia-uncased-v1,IT,ordinal,5,7,0.7170918915874837,0.7224770642201835,1.0642201834862386,0.1195091386438489,,,,,,,,,0.7170918915874837,0.7224770642201835,1.0642201834862386,0.1195091386438489
gilberto-uncased-from-camembert,IT,ordinal,5,7,0.7334484243928254,0.7373853211009175,0.9873853211009176,0.2159162677303072,,,,,,,,,0.7334484243928254,0.7373853211009175,0.9873853211009176,0.2159162677303072
mdeberta-v3-base,IT,ordinal,5,666,0.7584704520380908,0.768348623853211,0.9357798165137616,0.188194046061669,,,,,,,,,0.7584704520380908,0.768348623853211,0.9357798165137616,0.188194046061669
xlm-roberta-base,IT,ordinal,5,666,0.7119766783970706,0.7075688073394495,1.1043577981651376,0.0818565689148029,,,,,,,,,0.7119766783970706,0.7075688073394495,1.1043577981651376,0.0818565689148029
bert-base-multilingual-cased,IT,ordinal,5,666,0.7021386504184127,0.6972477064220184,1.0837155963302751,0.0322048286127644,,,,,,,,,0.7021386504184127,0.6972477064220184,1.0837155963302751,0.0322048286127644
twitter-xlm-roberta-base,IT,ordinal,5,666,0.6940195102292392,0.694954128440367,1.146788990825688,0.0293084770951455,,,,,,,,,0.6940195102292392,0.694954128440367,1.146788990825688,0.0293084770951455
umberto-wikipedia-uncased-v1,IT,ordinal,5,666,0.7087016452177488,0.7201834862385321,1.106651376146789,0.0694436338392933,,,,,,,,,0.7087016452177488,0.7201834862385321,1.106651376146789,0.0694436338392933
gilberto-uncased-from-camembert,IT,ordinal,5,666,0.7347012717304657,0.7373853211009175,0.9862385321100916,0.2014345101422125,,,,,,,,,0.7347012717304657,0.7373853211009175,0.9862385321100916,0.2014345101422125
mdeberta-v3-base,IT,ordinal,5,420,0.7564313566778839,0.7603211009174312,0.9461009174311926,0.1828151075289481,,,,,,,,,0.7564313566778839,0.7603211009174312,0.9461009174311926,0.1828151075289481
xlm-roberta-base,IT,ordinal,5,420,0.7174347327670401,0.716743119266055,1.0504587155963303,0.0433764701807231,,,,,,,,,0.7174347327670401,0.716743119266055,1.0504587155963303,0.0433764701807231
bert-base-multilingual-cased,IT,ordinal,5,420,0.6952253449262931,0.6915137614678899,1.1055045871559632,0.0210331870448057,,,,,,,,,0.6952253449262931,0.6915137614678899,1.1055045871559632,0.0210331870448057
twitter-xlm-roberta-base,IT,ordinal,5,420,0.7343676204259775,0.7305045871559633,1.033256880733945,0.0868217429450068,,,,,,,,,0.7343676204259775,0.7305045871559633,1.033256880733945,0.0868217429450068
umberto-wikipedia-uncased-v1,IT,ordinal,5,420,0.7274398197285268,0.7327981651376146,1.0779816513761469,0.0268258900800435,,,,,,,,,0.7274398197285268,0.7327981651376146,1.0779816513761469,0.0268258900800435
gilberto-uncased-from-camembert,IT,ordinal,5,420,0.7316655177618414,0.7270642201834863,0.9713302752293578,0.1050273810557543,,,,,,,,,0.7316655177618414,0.7270642201834863,0.9713302752293578,0.1050273810557543
mdeberta-v3-base,IT,ordinal,5,13,0.7487275328829069,0.7488532110091743,0.981651376146789,0.185711459046567,,,,,,,,,0.7487275328829069,0.7488532110091743,0.981651376146789,0.185711459046567
xlm-roberta-base,IT,ordinal,5,13,0.721125040522227,0.7259174311926605,1.0057339449541285,0.1356459542420114,,,,,,,,,0.721125040522227,0.7259174311926605,1.0057339449541285,0.1356459542420114
bert-base-multilingual-cased,IT,ordinal,5,13,0.7029347384707275,0.7052752293577982,1.0814220183486238,0.0520655247335798,,,,,,,,,0.7029347384707275,0.7052752293577982,1.0814220183486238,0.0520655247335798
twitter-xlm-roberta-base,IT,ordinal,5,13,0.7265866442563668,0.7259174311926605,1.091743119266055,0.1294394867042566,,,,,,,,,0.7265866442563668,0.7259174311926605,1.091743119266055,0.1294394867042566
umberto-wikipedia-uncased-v1,IT,ordinal,5,13,0.7204749236417823,0.7247706422018348,1.06651376146789,0.0624096372965045,,,,,,,,,0.7204749236417823,0.7247706422018348,1.06651376146789,0.0624096372965045
gilberto-uncased-from-camembert,IT,ordinal,5,13,0.7241161790821197,0.7270642201834863,1.0344036697247707,0.1824013430264311,,,,,,,,,0.7241161790821197,0.7270642201834863,1.0344036697247707,0.1824013430264311
mdeberta-v3-base,IT,ordinal,7,42,0.7691904930345975,0.7717889908256881,1.2087155963302751,0.2700828458749107,,,,,,,,,0.7691904930345975,0.7717889908256881,1.2087155963302751,0.2700828458749107
xlm-roberta-base,IT,ordinal,7,42,0.7193624661077392,0.7144495412844036,1.404816513761468,0.0890460813636484,,,,,,,,,0.7193624661077392,0.7144495412844036,1.404816513761468,0.0890460813636484
bert-base-multilingual-cased,IT,ordinal,7,42,0.7147249569054561,0.7155963302752294,1.336009174311927,0.137611056703987,,,,,,,,,0.7147249569054561,0.7155963302752294,1.336009174311927,0.137611056703987
twitter-xlm-roberta-base,IT,ordinal,7,42,0.7183166244371343,0.7110091743119266,1.461009174311927,0.0686103244135059,,,,,,,,,0.7183166244371343,0.7110091743119266,1.461009174311927,0.0686103244135059
umberto-wikipedia-uncased-v1,IT,ordinal,7,42,0.7230213759931154,0.7224770642201835,1.3910550458715596,0.1371302153639836,,,,,,,,,0.7230213759931154,0.7224770642201835,1.3910550458715596,0.1371302153639836
gilberto-uncased-from-camembert,IT,ordinal,7,42,0.7244319896514639,0.7270642201834863,1.323394495412844,0.2450790961947363,,,,,,,,,0.7244319896514639,0.7270642201834863,1.323394495412844,0.2450790961947363
mdeberta-v3-base,IT,ordinal,7,69,0.744291433338862,0.7534403669724771,1.3038990825688073,0.1895419214243491,,,,,,,,,0.744291433338862,0.7534403669724771,1.3038990825688073,0.1895419214243491
xlm-roberta-base,IT,ordinal,7,69,0.7296205464852544,0.7236238532110092,1.3142201834862386,0.1378514773739887,,,,,,,,,0.7296205464852544,0.7236238532110092,1.3142201834862386,0.1378514773739887
bert-base-multilingual-cased,IT,ordinal,7,69,0.705127744068069,0.7052752293577982,1.4277522935779816,0.0515404568433869,,,,,,,,,0.705127744068069,0.7052752293577982,1.4277522935779816,0.0515404568433869
twitter-xlm-roberta-base,IT,ordinal,7,69,0.736893425680821,0.731651376146789,1.4036697247706422,0.1037117422337506,,,,,,,,,0.736893425680821,0.731651376146789,1.4036697247706422,0.1037117422337506
umberto-wikipedia-uncased-v1,IT,ordinal,7,69,0.7180815302771456,0.7236238532110092,1.4220183486238531,0.1364089533539786,,,,,,,,,0.7180815302771456,0.7236238532110092,1.4220183486238531,0.1364089533539786
gilberto-uncased-from-camembert,IT,ordinal,7,69,0.7418050902501759,0.7465596330275229,1.261467889908257,0.2561384470148135,,,,,,,,,0.7418050902501759,0.7465596330275229,1.261467889908257,0.2561384470148135
mdeberta-v3-base,IT,ordinal,7,7,0.7618720458025936,0.7717889908256881,1.2224770642201834,0.2383473174346894,,,,,,,,,0.7618720458025936,0.7717889908256881,1.2224770642201834,0.2383473174346894
xlm-roberta-base,IT,ordinal,7,7,0.7268466826402212,0.7259174311926605,1.360091743119266,0.1517958762340858,,,,,,,,,0.7268466826402212,0.7259174311926605,1.360091743119266,0.1517958762340858
bert-base-multilingual-cased,IT,ordinal,7,7,0.6757437099922468,0.6697247706422018,1.493119266055046,0.0315855412332477,,,,,,,,,0.6757437099922468,0.6697247706422018,1.493119266055046,0.0315855412332477
twitter-xlm-roberta-base,IT,ordinal,7,7,0.7466308021139386,0.7454128440366973,1.305045871559633,0.162855227054163,,,,,,,,,0.7466308021139386,0.7454128440366973,1.305045871559633,0.162855227054163
umberto-wikipedia-uncased-v1,IT,ordinal,7,7,0.709331086219549,0.7155963302752294,1.4552752293577982,0.1068372109437724,,,,,,,,,0.709331086219549,0.7155963302752294,1.4552752293577982,0.1068372109437724
gilberto-uncased-from-camembert,IT,ordinal,7,7,0.7240460894105074,0.7259174311926605,1.3509174311926606,0.2109393610544983,,,,,,,,,0.7240460894105074,0.7259174311926605,1.3509174311926606,0.2109393610544983
mdeberta-v3-base,IT,ordinal,7,666,0.7735700296248842,0.7752293577981652,1.1490825688073394,0.228249649294619,,,,,,,,,0.7735700296248842,0.7752293577981652,1.1490825688073394,0.228249649294619
xlm-roberta-base,IT,ordinal,7,666,0.7234855498848428,0.7236238532110092,1.3738532110091743,0.1436215734540289,,,,,,,,,0.7234855498848428,0.7236238532110092,1.3738532110091743,0.1436215734540289
bert-base-multilingual-cased,IT,ordinal,7,666,0.7115030741484435,0.713302752293578,1.4059633027522935,0.0686103244135059,,,,,,,,,0.7115030741484435,0.713302752293578,1.4059633027522935,0.0686103244135059
twitter-xlm-roberta-base,IT,ordinal,7,666,0.7292509924828587,0.7305045871559633,1.4128440366972477,0.1479491455140591,,,,,,,,,0.7292509924828587,0.7305045871559633,1.4128440366972477,0.1479491455140591
umberto-wikipedia-uncased-v1,IT,ordinal,7,666,0.7157419579143003,0.7213302752293578,1.4128440366972477,0.1575659723141261,,,,,,,,,0.7157419579143003,0.7213302752293578,1.4128440366972477,0.1575659723141261
gilberto-uncased-from-camembert,IT,ordinal,7,666,0.7343950899744864,0.7373853211009175,1.2660550458715596,0.229692173314629,,,,,,,,,0.7343950899744864,0.7373853211009175,1.2660550458715596,0.229692173314629
mdeberta-v3-base,IT,ordinal,7,420,0.7629908761925309,0.7694954128440367,1.2339449541284404,0.2311346973346391,,,,,,,,,0.7629908761925309,0.7694954128440367,1.2339449541284404,0.2311346973346391
xlm-roberta-base,IT,ordinal,7,420,0.7136617864730593,0.7110091743119266,1.3876146788990826,0.115251934393831,,,,,,,,,0.7136617864730593,0.7110091743119266,1.3876146788990826,0.115251934393831
bert-base-multilingual-cased,IT,ordinal,7,420,0.6992957831405368,0.7006880733944955,1.4105504587155964,0.0575509735934287,,,,,,,,,0.6992957831405368,0.7006880733944955,1.4105504587155964,0.0575509735934287
twitter-xlm-roberta-base,IT,ordinal,7,420,0.7338594862278314,0.7350917431192661,1.3704128440366972,0.1130881483638159,,,,,,,,,0.7338594862278314,0.7350917431192661,1.3704128440366972,0.1130881483638159
umberto-wikipedia-uncased-v1,IT,ordinal,7,420,0.7097171955222624,0.7098623853211009,1.4552752293577982,0.0486554088033667,,,,,,,,,0.7097171955222624,0.7098623853211009,1.4552752293577982,0.0486554088033667
gilberto-uncased-from-camembert,IT,ordinal,7,420,0.723697051477135,0.7327981651376146,1.290137614678899,0.2429153101647212,,,,,,,,,0.723697051477135,0.7327981651376146,1.290137614678899,0.2429153101647212
mdeberta-v3-base,IT,ordinal,7,13,0.732887166536282,0.7282110091743119,1.2729357798165135,0.1989183275544145,,,,,,,,,0.732887166536282,0.7282110091743119,1.2729357798165135,0.1989183275544145
xlm-roberta-base,IT,ordinal,7,13,0.7316697276902059,0.7305045871559633,1.2947247706422018,0.2131031470845134,,,,,,,,,0.7316697276902059,0.7305045871559633,1.2947247706422018,0.2131031470845134
bert-base-multilingual-cased,IT,ordinal,7,13,0.6964154911701781,0.6903669724770642,1.463302752293578,0.0436065747333315,,,,,,,,,0.6964154911701781,0.6903669724770642,1.463302752293578,0.0436065747333315
twitter-xlm-roberta-base,IT,ordinal,7,13,0.7320675912179059,0.7293577981651376,1.3279816513761469,0.1580468136541295,,,,,,,,,0.7320675912179059,0.7293577981651376,1.3279816513761469,0.1580468136541295
umberto-wikipedia-uncased-v1,IT,ordinal,7,13,0.7357673129864911,0.7419724770642202,1.3979357798165135,0.1467470421640506,,,,,,,,,0.7357673129864911,0.7419724770642202,1.3979357798165135,0.1467470421640506
gilberto-uncased-from-camembert,IT,ordinal,7,13,0.7357079362635432,0.7385321100917431,1.2878440366972477,0.2284900699646206,,,,,,,,,0.7357079362635432,0.7385321100917431,1.2878440366972477,0.2284900699646206
deberta-v3-base,EN-NL,binary,2,42,0.7482557262219598,0.748913568324481,,,0.7724483351693219,0.7755741127348643,,,0.7272945851741431,0.7259658580413297,,,,,,
roberta-base,EN-NL,binary,2,42,0.7189756465274841,0.7160791887976823,,,0.7574941105118581,0.755741127348643,,,0.6858391812542318,0.6819407008086253,,,,,,
bert-base-cased,EN-NL,binary,2,42,0.6942602965284027,0.6914534041525833,,,0.7115284431105973,0.7129436325678496,,,0.677305579454482,0.6729559748427673,,,,,,
bertweet-base,EN-NL,binary,2,42,0.7433652096688609,0.7455335586673105,,,0.7889762722536623,0.791231732776618,,,0.7042697589944306,0.706199460916442,,,,,,
twitter-roberta-base,EN-NL,binary,2,42,0.6744131568046374,0.6793819410912603,,,0.6943516916667959,0.7014613778705637,,,0.6572945027703325,0.660377358490566,,,,,,
mdeberta-v3-base,EN-NL,binary,2,42,0.7496195046711029,0.748430709802028,,,0.7654766606749905,0.7661795407098121,,,0.7357243920180775,0.7331536388140162,,,,,,
xlm-roberta-base,EN-NL,binary,2,42,0.7431971364347643,0.7498792853693867,,,0.7340873877065126,0.744258872651357,,,0.7505655881181242,0.7547169811320755,,,,,,
bert-base-multilingual-cased,EN-NL,binary,2,42,0.7140593400005779,0.7175277643650411,,,0.7031177892539281,0.7077244258872651,,,0.7233991896092714,0.7259658580413297,,,,,,
twitter-xlm-roberta-base,EN-NL,binary,2,42,0.7363275077817872,0.7378078223080637,,,0.7310757954709876,0.7348643006263048,,,0.7405084473521788,0.7403414195867026,,,,,,
robbert-2023-dutch-base,EN-NL,binary,2,42,0.7305109887229868,0.7286335103814582,,,0.7126582686761175,0.7139874739039666,,,0.7444409865380314,0.7412398921832885,,,,,,
bert-base-dutch-cased,EN-NL,binary,2,42,0.6808319119777174,0.6861419604056012,,,0.6576506983079957,0.662839248434238,,,0.7008217612317991,0.706199460916442,,,,,,
deberta-v3-base,EN-NL,binary,2,42,0.7482557262219598,0.748913568324481,,,0.7724483351693219,0.7755741127348643,,,0.7272945851741431,0.7259658580413297,,,,,,
dodrio,EN-NL,binary,2,42,0.6973239551326635,0.7069048768710767,,,0.6817299144949154,0.6920668058455115,,,0.7107333585473838,0.7196765498652291,,,,,,
deberta-v3-base,EN-NL,binary,2,69,0.7550380053034534,0.7580878802510864,,,0.7704300036695425,0.7724425887265136,,,0.7416008082359791,0.7457322551662174,,,,,,
roberta-base,EN-NL,binary,2,69,0.7132683628720684,0.7098020280057943,,,0.7528878260569213,0.7505219206680585,,,0.6790698497782651,0.6747529200359389,,,,,,
bert-base-cased,EN-NL,binary,2,69,0.7084107990619654,0.7093191694833414,,,0.7099274431705082,0.7181628392484343,,,0.7045474381940314,0.701707097933513,,,,,,
bertweet-base,EN-NL,binary,2,69,0.722813689488222,0.730082085948817,,,0.7566705807373683,0.7630480167014614,,,0.6936761351855691,0.701707097933513,,,,,,
twitter-roberta-base,EN-NL,binary,2,69,0.7220770260168995,0.7204249154997586,,,0.7664614681052835,0.767223382045929,,,0.6836960989973272,0.6801437556154537,,,,,,
mdeberta-v3-base,EN-NL,binary,2,69,0.7426654422267883,0.742636407532593,,,0.7368964485390537,0.7390396659707724,,,0.7472177386076694,0.7457322551662174,,,,,,
xlm-roberta-base,EN-NL,binary,2,69,0.7352555614847057,0.7416706904876871,,,0.7289504720076714,0.7411273486430062,,,0.7395725773647486,0.7421383647798742,,,,,,
bert-base-multilingual-cased,EN-NL,binary,2,69,0.6803922527204179,0.6793819410912603,,,0.6818495860306425,0.6816283924843424,,,0.6791214530338806,0.6774483378256964,,,,,,
twitter-xlm-roberta-base,EN-NL,binary,2,69,0.748456303229437,0.7503621438918396,,,0.7447575455779956,0.7494780793319415,,,0.7511769247448369,0.7511230907457322,,,,,,
robbert-2023-dutch-base,EN-NL,binary,2,69,0.7377553237941699,0.7436021245774987,,,0.724075205056142,0.7338204592901879,,,0.7488770784581466,0.7520215633423181,,,,,,
bert-base-dutch-cased,EN-NL,binary,2,69,0.694097466368328,0.7006277160791888,,,0.6637812613863889,0.6711899791231732,,,0.7201653271864665,0.7259658580413297,,,,,,
deberta-v3-base,EN-NL,binary,2,69,0.7550380053034534,0.7580878802510864,,,0.7704300036695425,0.7724425887265136,,,0.7416008082359791,0.7457322551662174,,,,,,
dodrio,EN-NL,binary,2,69,0.700128030705439,0.7078705939159826,,,0.6864700928318828,0.6941544885177453,,,0.7119033060463877,0.7196765498652291,,,,,,
deberta-v3-base,EN-NL,binary,2,7,0.7512618383409404,0.7580878802510864,,,0.7658554753143852,0.7713987473903967,,,0.7385474586870585,0.7466307277628033,,,,,,
roberta-base,EN-NL,binary,2,7,0.7145220699521769,0.7223563495895703,,,0.7504850520998955,0.7536534446764092,,,0.6815924395906162,0.6954177897574124,,,,,,
bert-base-cased,EN-NL,binary,2,7,0.7010428009487565,0.7035248672139063,,,0.6973095796681185,0.7056367432150313,,,0.7027831316898261,0.701707097933513,,,,,,
bertweet-base,EN-NL,binary,2,7,0.7242635694918458,0.7368421052631579,,,0.7731602613496372,0.7818371607515657,,,0.681384849145653,0.6981132075471698,,,,,,
twitter-roberta-base,EN-NL,binary,2,7,0.7220770260168995,0.7204249154997586,,,0.7706688561738276,0.7703549060542797,,,0.6804080976158788,0.6774483378256964,,,,,,
mdeberta-v3-base,EN-NL,binary,2,7,0.7334796932211362,0.73056494447127,,,0.7442966376274109,0.7432150313152401,,,0.7234015542071942,0.7196765498652291,,,,,,
xlm-roberta-base,EN-NL,binary,2,7,0.728211761850218,0.7353935296957992,,,0.7201937114349232,0.7338204592901879,,,0.7338141206524239,0.7367475292003594,,,,,,
bert-base-multilingual-cased,EN-NL,binary,2,7,0.683379021851227,0.686624818928054,,,0.6835603742329527,0.6889352818371608,,,0.6830639011012847,0.6846361185983828,,,,,,
twitter-xlm-roberta-base,EN-NL,binary,2,7,0.7560265086225793,0.7580878802510864,,,0.7573022506683352,0.7630480167014614,,,0.7542315422835656,0.7538185085354897,,,,,,
robbert-2023-dutch-base,EN-NL,binary,2,7,0.74188693194013,0.7464992757122163,,,0.7131551610408836,0.7223382045929019,,,0.765512360336388,0.7672955974842768,,,,,,
bert-base-dutch-cased,EN-NL,binary,2,7,0.6980758404205866,0.7035248672139063,,,0.6622906803031731,0.6701461377870563,,,0.7285206062914308,0.7322551662174304,,,,,,
deberta-v3-base,EN-NL,binary,2,7,0.7512618383409404,0.7580878802510864,,,0.7658554753143852,0.7713987473903967,,,0.7385474586870585,0.7466307277628033,,,,,,
dodrio,EN-NL,binary,2,7,0.7060573901164212,0.711733462095606,,,0.6915676569895566,0.6962421711899791,,,0.7185268561178105,0.7250673854447439,,,,,,
deberta-v3-base,EN-NL,binary,2,666,0.7436667491306268,0.742636407532593,,,0.7592707148313724,0.7578288100208769,,,0.7300679200317182,0.7295597484276729,,,,,,
roberta-base,EN-NL,binary,2,666,0.7097793152158266,0.7155963302752294,,,0.7376145401601903,0.7411273486430062,,,0.6852489881276478,0.6936208445642408,,,,,,
bert-base-cased,EN-NL,binary,2,666,0.6975925225803666,0.6977305649444713,,,0.7058743635666651,0.7098121085594989,,,0.689675370874039,0.6873315363881402,,,,,,
bertweet-base,EN-NL,binary,2,666,0.7277524691253487,0.7334620956059874,,,0.7646902354012756,0.7724425887265136,,,0.6962913059991352,0.6999101527403414,,,,,,
twitter-roberta-base,EN-NL,binary,2,666,0.683218260688514,0.6822790922259778,,,0.7112656851246442,0.7150313152400835,,,0.657899940351352,0.6540880503144654,,,,,,
mdeberta-v3-base,EN-NL,binary,2,666,0.7296728623219076,0.730082085948817,,,0.7342847645817054,0.7369519832985386,,,0.7254110250820949,0.7241689128481581,,,,,,
xlm-roberta-base,EN-NL,binary,2,666,0.740870285367819,0.7460164171897634,,,0.7358457643971393,0.7453027139874739,,,0.744475687053793,0.7466307277628033,,,,,,
bert-base-multilingual-cased,EN-NL,binary,2,666,0.6835283459498814,0.6851762433606953,,,0.681790935720608,0.6837160751565762,,,0.6850302629928031,0.6864330637915543,,,,,,
twitter-xlm-roberta-base,EN-NL,binary,2,666,0.749006099207407,0.7522935779816514,,,0.7466860030395458,0.7515657620041754,,,0.7508883719945899,0.7529200359389039,,,,,,
robbert-2023-dutch-base,EN-NL,binary,2,666,0.7271132304855443,0.7310478029937229,,,0.7004997866265726,0.7098121085594989,,,0.7485777403501777,0.7493261455525606,,,,,,
bert-base-dutch-cased,EN-NL,binary,2,666,0.6746476565214289,0.6832448092708836,,,0.6537647470403961,0.662839248434238,,,0.6926331760894625,0.7008086253369272,,,,,,
deberta-v3-base,EN-NL,binary,2,666,0.7436667491306268,0.742636407532593,,,0.7592707148313724,0.7578288100208769,,,0.7300679200317182,0.7295597484276729,,,,,,
dodrio,EN-NL,binary,2,666,0.7005690479565554,0.7069048768710767,,,0.6868641725017569,0.6920668058455115,,,0.7123528497466957,0.7196765498652291,,,,,,
deberta-v3-base,EN-NL,binary,2,420,0.7655546421878887,0.7716079188797682,,,0.7776394961272836,0.7818371607515657,,,0.754824070444562,0.7628032345013477,,,,,,
roberta-base,EN-NL,binary,2,420,0.7109254628445436,0.7194591984548527,,,0.7356921320438559,0.7400835073068893,,,0.6883165851222652,0.701707097933513,,,,,,
bert-base-cased,EN-NL,binary,2,420,0.7083087845680257,0.7049734427812651,,,0.7191346209801197,0.7181628392484343,,,0.6976525144332832,0.6936208445642408,,,,,,
bertweet-base,EN-NL,binary,2,420,0.7220680797320739,0.7358763882182521,,,0.7750438119741745,0.7828810020876826,,,0.6744325040444344,0.6954177897574124,,,,,,
twitter-roberta-base,EN-NL,binary,2,420,0.7199698114728589,0.7189763399323998,,,0.7681569880074627,0.7682672233820459,,,0.6786913362828267,0.6765498652291105,,,,,,
mdeberta-v3-base,EN-NL,binary,2,420,0.7289991758589692,0.7262192177691936,,,0.7441004324485535,0.7432150313152401,,,0.7153750385356294,0.7115902964959568,,,,,,
xlm-roberta-base,EN-NL,binary,2,420,0.745616058361854,0.7542250120714631,,,0.7289568695235744,0.7432150313152401,,,0.7588722200392839,0.7637017070979335,,,,,,
bert-base-multilingual-cased,EN-NL,binary,2,420,0.7044527005225799,0.7020762916465476,,,0.7122936559271656,0.7118997912317327,,,0.6972380485677646,0.6936208445642408,,,,,,
twitter-xlm-roberta-base,EN-NL,binary,2,420,0.7159555832921326,0.7151134717527764,,,0.7055240178576886,0.708768267223382,,,0.723499705775749,0.7205750224618149,,,,,,
robbert-2023-dutch-base,EN-NL,binary,2,420,0.7389950334212735,0.7416706904876871,,,0.7226005720951332,0.7286012526096033,,,0.752417875684917,0.7529200359389039,,,,,,
bert-base-dutch-cased,EN-NL,binary,2,420,0.6886101984128665,0.6953162723322066,,,0.6611930576420987,0.6743215031315241,,,0.7107027589683855,0.7133872416891285,,,,,,
deberta-v3-base,EN-NL,binary,2,420,0.7655546421878887,0.7716079188797682,,,0.7776394961272836,0.7818371607515657,,,0.754824070444562,0.7628032345013477,,,,,,
dodrio,EN-NL,binary,2,420,0.6943066687208843,0.7035248672139063,,,0.6761319628980015,0.6847599164926931,,,0.709999183725494,0.7196765498652291,,,,,,
deberta-v3-base,EN-NL,binary,2,13,0.7558416328439582,0.7619507484307098,,,0.771782363009755,0.7755741127348643,,,0.7416018367810491,0.7502246181491464,,,,,,
roberta-base,EN-NL,binary,2,13,0.7086736881189514,0.7049734427812651,,,0.7388950788513144,0.7359081419624217,,,0.6824970727093407,0.6783468104222821,,,,,,
bert-base-cased,EN-NL,binary,2,13,0.7154485032184779,0.7136648961854176,,,0.731785179688931,0.7369519832985386,,,0.6976952561046015,0.6936208445642408,,,,,,
bertweet-base,EN-NL,binary,2,13,0.7154045057105021,0.7310478029937229,,,0.76302214392019,0.7724425887265136,,,0.6724970034841852,0.6954177897574124,,,,,,
twitter-roberta-base,EN-NL,binary,2,13,0.7167349253995108,0.7155963302752294,,,0.7521867913326356,0.7526096033402923,,,0.6862818488314955,0.683737646001797,,,,,,
mdeberta-v3-base,EN-NL,binary,2,13,0.7255361015750543,0.7262192177691936,,,0.7271675403676976,0.7296450939457203,,,0.7239544528954425,0.7232704402515723,,,,,,
xlm-roberta-base,EN-NL,binary,2,13,0.721312562507308,0.7228392081120232,,,0.7068697006099766,0.7098121085594989,,,0.7335736962621818,0.734052111410602,,,,,,
bert-base-multilingual-cased,EN-NL,binary,2,13,0.6834776928565662,0.6827619507484307,,,0.6770633451654788,0.6774530271398748,,,0.688900771905084,0.6873315363881402,,,,,,
twitter-xlm-roberta-base,EN-NL,binary,2,13,0.7423444643081286,0.7460164171897634,,,0.7366495900945255,0.7432150313152401,,,0.7468429387401533,0.7484276729559748,,,,,,
robbert-2023-dutch-base,EN-NL,binary,2,13,0.7442707378557113,0.7493964268469339,,,0.7197469729785912,0.7296450939457203,,,0.7642766421171598,0.766397124887691,,,,,,
bert-base-dutch-cased,EN-NL,binary,2,13,0.6768192661482704,0.6842105263157895,,,0.650081287134066,0.6597077244258872,,,0.6995952929172412,0.7053009883198562,,,,,,
deberta-v3-base,EN-NL,binary,2,13,0.7558416328439582,0.7619507484307098,,,0.771782363009755,0.7755741127348643,,,0.7416018367810491,0.7502246181491464,,,,,,
dodrio,EN-NL,binary,2,13,0.7044145688074692,0.7098020280057943,,,0.6955071822236011,0.6993736951983298,,,0.7119800317972121,0.7187780772686433,,,,,,
deberta-v3-base,EN,ordinal,5,42,0.4615676716734198,0.6085594989561587,1.3006263048016702,0.1297171591906244,0.4615676716734198,0.6085594989561587,1.3006263048016702,0.1297171591906244,,,,,,,,
roberta-base,EN,ordinal,5,42,0.657022332446116,0.6951983298538622,1.2713987473903967,0.203228788795776,0.657022332446116,0.6951983298538622,1.2713987473903967,0.203228788795776,,,,,,,,
bert-base-cased,EN,ordinal,5,42,0.6909502906866127,0.7035490605427975,1.2181628392484345,0.1021502980886925,0.6909502906866127,0.7035490605427975,1.2181628392484345,0.1021502980886925,,,,,,,,
bertweet-base,EN,ordinal,5,42,0.7831848551302272,0.7860125260960334,0.9258872651356994,0.1489843201758456,0.7831848551302272,0.7860125260960334,0.9258872651356994,0.1489843201758456,,,,,,,,
twitter-roberta-base,EN,ordinal,5,42,0.7254628559665178,0.732776617954071,1.0615866388308977,0.1643980489640225,0.7254628559665178,0.732776617954071,1.0615866388308977,0.1643980489640225,,,,,,,,
mdeberta-v3-base,EN,ordinal,5,42,0.760049561067617,0.7620041753653445,1.1002087682672237,0.1919649100659544,0.760049561067617,0.7620041753653445,1.1002087682672237,0.1919649100659544,,,,,,,,
xlm-roberta-base,EN,ordinal,5,42,0.7197238659206541,0.7275574112734864,1.1691022964509394,0.0573912010307171,0.7197238659206541,0.7275574112734864,1.1691022964509394,0.0573912010307171,,,,,,,,
bert-base-multilingual-cased,EN,ordinal,5,42,0.6835111982851688,0.6899791231732777,1.2505219206680585,-0.0659186292746984,0.6835111982851688,0.6899791231732777,1.2505219206680585,-0.0659186292746984,,,,,,,,
twitter-xlm-roberta-base,EN,ordinal,5,42,0.7377016121681726,0.7400835073068893,1.0208768267223385,0.0680622440379166,0.7377016121681726,0.7400835073068893,1.0208768267223385,0.0680622440379166,,,,,,,,
deberta-v3-base,EN,ordinal,5,69,0.7485507714091296,0.7505219206680585,1.1670146137787056,0.2589553467222619,0.7485507714091296,0.7505219206680585,1.1670146137787056,0.2589553467222619,,,,,,,,
roberta-base,EN,ordinal,5,69,0.71619904683579,0.7223382045929019,1.2192066805845512,0.1955219244016874,0.71619904683579,0.7223382045929019,1.2192066805845512,0.1955219244016874,,,,,,,,
